t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,mean_throughput,stdv_throughput,optimal_point,optimal_error,adaptive_point,adaptive_error,ar_point,ar_error
29863.44448,41313.8944,33135.0016,37130.07616,38933.62688,28825.35424,33334.23104,26822.57408,29716.64384,16001.26976,20992.49152,24756.87936,32013.02528,35620.12672,29339.15648,29750.547797333333,4914.59691218567,8,7.49,5,27.84,4.0,23.71
29286.72768,42813.35808,43085.98784,43274.73152,39258.68544,35043.40992,32463.91296,24945.62304,19188.9408,30586.96192,30932.992,27556.57728,33239.8592,30639.39072,32474.39872,31073.850709333336,6004.452770947992,8,5.97,3,38.22,4.0,38.67
20835.20512,33155.97312,31876.7104,25155.33824,24903.68,27231.51872,28940.6976,22942.84288,19513.99936,18517.85216,19430.11328,18454.9376,18412.99456,28720.49664,30230.44608,23812.461909333328,5108.221998417747,8,9.21,3,36.55,6.0,20.77
33764.1472,48517.61152,41617.98144,30660.36224,29643.24352,28154.2656,34498.1504,19797.11488,17343.44704,11534.336,18979.2256,27671.92064,29328.67072,33533.46048,27252.49024,27524.42094933333,8782.092424397953,8,1.81,5,9.55,7.0,23.61
29779.5584,35263.61088,36878.41792,33218.88768,32201.76896,24274.5344,19178.45504,23592.96,27776.77824,21275.60704,20206.05952,23561.50272,18559.7952,26906.46016,30775.7056,25120.735232000003,5664.200854656493,7,8.35,3,43.59,5.0,39.46
26413.62944,27252.49024,8378.12224,6301.94176,2128.60928,6081.7408,38839.25504,7717.51936,44606.42304,35158.75328,29559.35744,27556.57728,1803.55072,14512.29184,40359.69024,23217.220266666667,14834.62387246971,9,4.71,2,15.57,25.0,13.71
32044.48256,42561.69984,44113.59232,15896.41216,35253.12512,23477.61664,6689.91488,1939.8656,19199.42656,2243.95264,43830.4768,37518.04928,37528.53504,23236.44416,7665.09056,28503.441407999995,12671.330436204626,6,4.15,3,52.04,23.0,2.15
29716.64384,43421.53216,43882.9056,39311.11424,26036.14208,23278.3872,22617.78432,11586.7648,24840.76544,37203.47648,34215.03488,33743.17568,25763.51232,24641.536,23792.18944,28616.33809066667,8005.310159874332,7,2.81,3,52.54,11.0,16.0
36752.5888,40883.97824,36333.1584,45602.57024,41114.66496,26644.31616,21663.58016,19094.56896,11565.79328,30912.02048,31289.50784,32411.48416,39342.57152,36773.56032,24935.13728,30129.433258666664,8510.929730162354,8,9.96,5,43.91,4.0,28.02
30849.10592,49859.7888,37664.84992,38178.65216,31918.65344,25396.51072,23058.18624,7256.14592,9720.29952,33428.60288,31782.33856,38933.62688,27168.60416,29202.8416,21191.72096,27167.206058666667,9414.977669008658,7,9.09,4,39.59,11.0,10.55
36081.50016,45644.51328,31289.50784,31331.45088,35284.5824,17689.47712,15057.55136,25029.50912,27462.20544,27650.94912,25333.59616,29202.8416,31121.73568,34582.03648,27252.49024,28398.23428266666,5634.29325560733,6,1.76,4,10.26,5.0,28.86
23152.55808,4099.93216,11031.01952,2506.09664,40443.57632,48538.58304,39772.48768,14784.9216,22240.29696,29632.75776,20646.46144,35001.46688,48779.75552,43683.67616,4246.7328,26298.985130666664,15043.987010176277,6,2.54,19,88.95,7.0,20.33
33963.37664,48674.89792,42152.7552,37989.90848,17028.87424,18538.82368,9154.06848,19482.54208,24788.33664,35148.26752,36091.98592,40380.66176,30576.47616,25711.08352,7874.80576,27117.573461333337,9706.20072208204,6,6.67,4,47.77,11.0,13.61
32317.11232,45162.16832,43054.53056,32820.4288,35022.4384,26476.544,22450.01216,26298.28608,40338.71872,45256.54016,32663.1424,28940.6976,33428.60288,41754.29632,34529.60768,33494.663168,5628.434659880499,6,2.53,3,31.69,8.0,14.09
43002.10176,49880.76032,40254.83264,31950.11072,15781.0688,7927.23456,26130.51392,30335.30368,25008.5376,31279.02208,30440.16128,26099.05664,18874.368,12467.56864,25081.93792,26637.32565333333,9140.970660478635,6,9.98,11,15.85,11.0,6.03
36375.10144,48349.83936,30157.04576,30492.59008,9091.15392,19283.31264,20635.97568,26256.34304,33135.0016,34215.03488,26256.34304,20740.83328,15906.89792,27021.80352,30565.9904,26380.774058666662,7411.847536888926,9,5.89,4,14.95,7.0,9.29
22942.84288,38115.7376,34435.23584,33082.5728,23341.30176,20195.57376,10192.15872,6973.0304,12152.99584,27493.66272,29118.95552,37885.05088,29790.04416,27011.31776,16829.6448,24694.314325333333,7410.055187152117,12,7.97,3,46.9,4.0,42.5
35756.4416,45759.85664,39520.82944,37339.79136,33386.65984,25092.42368,20405.28896,21506.29376,19660.8,26497.51552,34215.03488,21149.77792,34005.31968,24652.02176,31666.9952,27616.346112,6942.92523424695,7,5.21,4,39.16,9.0,27.24
37643.8784,52711.91552,37968.93696,35263.61088,30031.21664,32998.68672,33218.88768,35620.12672,35326.52544,31677.48096,35274.09664,33764.1472,28133.29408,28238.15168,27871.15008,33752.96238933333,5200.020032881665,6,0.93,4,8.48,8.0,8.1
29811.01568,44585.45152,40642.80576,44291.85024,26298.28608,18853.39648,8818.52416,1488.97792,18444.45184,20562.57536,56602.13248,37685.82144,22166.89664,7025.4592,1551.89248,26082.279423999997,16074.252057770052,7,5.82,3,63.38,4.0,59.18
35704.0128,42341.49888,39132.85632,34676.40832,37255.90528,25417.48224,36479.95904,94.37184,817.88928,19692.25728,0.0,26749.17376,31646.02368,40349.20448,36039.55712,27341.269674666666,11789.967005940149,8,9.25,3,49.0,5.0,43.22
40359.69024,44795.16672,30995.90656,40433.09056,48024.7808,39762.00192,36574.33088,31593.59488,26120.02816,23477.61664,33260.83072,29433.52832,39342.57152,42729.472,43987.7632,34282.14374399999,6404.266717132297,9,2.25,7,11.34,6.0,16.78
22009.61024,50698.6496,49859.7888,33229.37344,10045.35808,314.5728,7486.83264,17720.9344,33722.20416,35357.98272,33963.37664,38671.48288,26885.48864,5421.13792,7130.3168,24888.300885333338,12565.982050456472,6,6.13,3,102.02,11.0,24.6
28647.09632,42310.0416,39552.28672,40726.69184,36857.4464,38954.5984,41072.72192,29664.21504,7927.23456,23121.1008,20457.71776,34403.77856,29716.64384,30912.02048,24473.76384,29613.53386666667,7685.058778262842,9,0.71,3,38.22,4.0,35.19
9017.7536,3460.3008,46378.51648,8147.43552,25700.59776,48884.61312,36679.18848,15361.6384,18769.5104,17385.39008,36364.61568,36427.53024,38325.4528,36343.64416,24180.16256,26805.44733866667,13423.887939719587,12,1.61,10,32.56,5.0,24.18
27262.976,40663.77728,40317.7472,46053.45792,39499.85792,32998.68672,18622.70976,25333.59616,21349.00736,30618.4192,36930.84672,38451.28192,30094.1312,26675.77344,31383.87968,30740.753066666664,6785.237628776174,8,5.29,3,31.72,12.0,14.1
24589.1072,33093.05856,35378.95424,40401.63328,33292.288,34508.63616,15843.98336,2925.52704,5903.48288,15812.52608,19262.34112,28972.15488,24578.62144,21873.29536,20342.3744,21706.571776,8516.896936618365,8,0.29,3,57.72,6.0,64.69
32631.68512,39300.62848,38241.56672,32117.88288,40653.29152,35295.06816,29150.4128,21642.60864,31279.02208,39269.1712,34330.37824,35326.52544,38262.53824,26948.4032,34760.2944,32495.020714666673,4331.328437286159,4,9.47,3,19.31,5.0,13.78
33365.68832,28259.1232,34875.63776,42708.50048,30136.07424,34592.52224,29894.90176,23687.33184,7172.25984,19493.02784,30450.64704,26151.48544,27200.06144,26654.80192,21799.89504,26267.877376,7431.599393186409,9,9.26,13,1.55,6.0,30.82
